PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
N9atQ,r3r1k1/1bp2pp1/1p1p1q1p/p2PnP2/2PQ4/PPN3P1/6BP/R4RK1 w - - 0 19,c3e4 e5f3 g2f3 f6d4,864,97,94,762,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/bp1S2CUk#37,English_Opening English_Opening_Kings_English_Variation
Q17Ew,5rk1/7p/6p1/2p5/8/2P3Q1/3q1PPP/3nRBK1 w - - 5 30,g3e5 d2f2 g1h1 f2f1 e1f1 f8f1,1063,76,74,91,backRankMate deflection endgame long mate mateIn3,https://lichess.org/SKKdafll#59,
VzNbz,8/3r1k2/2pBp1p1/1pP1Pp1p/1P1P1P1P/R2K4/1n6/8 w - - 2 35,d3e3 b2c4 e3e2 c4a3,998,91,93,82,endgame,https://lichess.org/vHAKrie1#69,
SItrL,2r3k1/5rp1/p7/8/1p3qP1/3Q1P1R/6K1/5R2 b - - 3 40,g7g5 d3g6 f7g7 g6e6,1610,75,94,673,crushing endgame short,https://lichess.org/XJLrvF2B/black#80,
35ODZ,2rqr1k1/5pp1/p2b3p/1pPp3b/4n3/P3BN1P/1P1QBPP1/2R1R1K1 w - - 1 19,d2d5 d6h2 f3h2 d8d5,1117,93,93,2233,crushing discoveredAttack middlegame short,https://lichess.org/Z6jseSTM#37,French_Defense French_Defense_Exchange_Variation
xGOWR,2kq1Q2/pp3p2/4p3/2Pp4/1P6/P3P1Pr/1BP4r/R4RK1 w - - 3 27,f8f7 h3g3 g1h2 d8h4,1893,97,68,111,mate mateIn2 middlegame sacrifice short,https://lichess.org/rSkr3z4S#53,
THeeh,6k1/p4ppp/3q4/8/P2P4/5Q1P/3R2PK/2r5 w - - 3 31,f3g3 c1h1 h2h1 d6g3,1023,79,71,96,advantage deflection endgame master short,https://lichess.org/TeoTirNo#61,
DELAM,8/8/ppr1p3/5k2/1PP1R3/P2K4/8/8 w - - 4 47,d3d4 c6c4 d4c4 f5e4 b4b5 a6a5,1930,121,33,20,crushing defensiveMove deflection endgame long rookEndgame,https://lichess.org/P56wSeJ9#93,
5BugB,rnbq1bnr/2ppp1pp/p3k3/1p3Q2/4P3/8/PPPP1PPP/RNB1K1NR b KQ - 3 5,e6d6 f5d5,823,97,97,568,mate mateIn1 oneMove opening,https://lichess.org/Q4IkLHBU/black#10,St_George_Defense St_George_Defense_Other_variations
9jS2R,2r2r2/1p3pn1/p3pB1k/2PpP3/2qP2PQ/P7/7P/R5K1 b - - 1 32,h6g6 h4g5 g6h7 g5g7,1362,79,94,99,mate mateIn2 middlegame short,https://lichess.org/xHJwqd5o/black#64,
twDNU,r1b2rk1/ppp2p1p/4ppq1/n7/P2P4/2PB4/5PPP/1R1QR1K1 b - - 5 18,g6g5 e1e3 g8h8 e3g3 g5h6 g3h3 h6h3 g2h3,2382,90,90,936,advantage middlegame veryLong,https://lichess.org/6RJqVFsD/black#36,French_Defense French_Defense_Classical_Variation
n99rp,8/p6p/1p2kp2/1P1p4/P2K1P2/2P5/7P/8 w - - 1 32,f4f5 e6d6 a4a5 b6a5,1830,75,88,142,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/QD334dK5#63,
Et8eG,2r5/7R/6R1/p7/3N3P/6Pk/n4P2/6K1 w - - 1 34,d4f3 c8c1 f3e1 c1e1,432,93,84,422,endgame mate mateIn2 short,https://lichess.org/gBklyjT2#67,
hpTH3,8/8/6p1/1prk4/1Q1n4/8/5PP1/6K1 w - - 0 47,b4b1 c5c1 b1c1 d4e2 g1f1 e2c1,1444,76,100,372,attraction crushing endgame fork long sacrifice,https://lichess.org/qLKfvmr0#93,
vA5to,8/r3p3/P5p1/5k1p/4p2P/4K1P1/8/R7 b - - 1 36,e7e5 a1a3 g6g5 h4g5 f5g5 e3e4,2674,111,88,411,crushing endgame long quietMove rookEndgame zugzwang,https://lichess.org/kDAjDImx/black#72,
5nK3g,7r/ppk3pr/5p1p/3p1QP1/3P4/2P2Pq1/PP4P1/R4RK1 w - - 3 26,f1e1 h6g5 e1e7 c7b8 e7e8 h8e8,1936,75,93,548,advantage endgame long,https://lichess.org/Ez4RfsMy#51,
gv2cA,1kr1r3/ppp2ppp/qn6/2NQ4/2R1P3/5P2/P5PP/5R1K b - - 4 26,a6c4 d5b7,878,79,97,1002,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/9FIgbhvc/black#52,
BckF1,r6k/p1p5/1p1pp2p/7n/2PP4/2PB1q2/P1Q5/R5KR w - - 2 26,h1h2 f3e3 c2f2 a8g8 h2g2 g8g2 g1g2 h5f4 f2f4 e3f4,2750,92,92,358,advantage attraction exposedKing fork middlegame pin veryLong,https://lichess.org/7Ge2YJJU#51,
QpkD9,5r2/5p2/5R2/p5pk/1b6/3p3P/bP4PK/8 b - - 1 46,d3d2 g2g4 h5h4 f6h6,996,80,97,1315,endgame mate mateIn2 short,https://lichess.org/JBjoXHy1/black#92,
arwnD,3r1rk1/6pp/pq6/4p1b1/1p2P3/1P1P1R2/2PNQ1PP/R2K4 w - - 7 30,e2f2 b6f2 f3f2 f8f2,1213,77,78,361,crushing middlegame short xRayAttack,https://lichess.org/bWvGmaG0#59,
Qm95s,3r1rk1/1b3p2/pqn3pp/1p1B4/4NP2/5QP1/PP4KP/3RR3 b - - 7 22,d8d5 e4f6 g8h8 f6d5,1103,78,86,267,advantage fork master middlegame short,https://lichess.org/vhc8YGbK/black#44,
5qal9,8/8/5pRp/3Pk1n1/6P1/1r2PBK1/8/8 w - - 1 52,d5d6 b3e3 g3g2 e3f3,1579,74,89,609,crushing endgame short,https://lichess.org/5GHXhPWt#103,
wRVJQ,r2r2k1/1b2bppp/p7/Pp1q4/1P1B4/5P1N/3Q2PP/3R1RK1 b - - 1 26,d5d4 d2d4 d8d4 d1d4,819,85,84,500,advantage middlegame short,https://lichess.org/H99Q7EK8/black#52,
J1FkS,r3kbnr/pp3ppp/1q6/1N1pnp2/8/1P2B2P/P1P2PP1/R2QKB1R b KQkq - 3 12,f8c5 d1d5 c5e3 d5e5 e8f8 f2e3,2170,80,90,1653,crushing long opening,https://lichess.org/J9RxGOIU/black#24,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
0dJL0,8/3k4/7p/1KP1p3/1P4p1/3r1p2/P4RPP/8 w - - 0 51,a2a4 e5e4 g2f3 e4e3,2163,80,92,6039,crushing endgame quietMove rookEndgame short,https://lichess.org/u9SfbOQ5#101,
gKKh4,r4r2/1b3p1k/pb1pq2p/1p2pNp1/4P1P1/1pPP1N1P/1P1QR1P1/3R3K b - - 1 24,a6a5 f3g5 h6g5 d2g5,1257,75,88,193,crushing middlegame short,https://lichess.org/FS0cZzYF/black#48,
v2fsN,8/ppk5/2p2r2/8/3P3n/2P5/PP1N2p1/3K2R1 b - - 5 39,c7d6 d2e4 d6e7 e4f6,655,102,91,381,advantage endgame fork short,https://lichess.org/bi9kbAQv/black#78,
45Qa7,3r1qk1/ppp2pBp/2n1b3/6Q1/1b2N3/1P3N2/P1P2rPP/R1K4R b - - 0 17,b4d2 f3d2 f8g7 g5g7 g8g7 e4f2,1957,77,91,997,crushing long middlegame,https://lichess.org/wdJAsHGF/black#34,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
CJf75,4Q1k1/1bpp2p1/p5rp/1p6/5q2/1P1P2PP/1PP2P2/R5K1 b - - 0 23,g8h7 e8g6 h7g6 g3f4,1037,168,0,10,advantage endgame short,https://lichess.org/caaGMC8M/black#46,
TVVg3,r6r/2p1qk2/pbp2p2/4p2n/4P1QN/1P4PP/1PP2P1K/3R1R2 b - - 3 21,e7e6 d1d7 e6d7 g4d7,1792,75,95,5534,crushing middlegame short xRayAttack,https://lichess.org/qhtECVki/black#42,
Pjt8N,r3n3/1bp1kppp/pp2p3/8/4P3/P1N2B2/1P3PPP/3R2K1 b - - 1 20,e8d6 e4e5 b7f3 e5d6 c7d6 g2f3,1389,77,85,163,advantage endgame long,https://lichess.org/Aj7GzYFh/black#40,
QgFiT,3b4/5k2/pq2pnpp/1p2Q3/4P3/1BN5/PP3PPP/6K1 w - - 0 22,h2h3 d8c7 b3e6 f7e7 c3d5 f6d5 e5g7 e7e6,2214,83,90,1090,advantage defensiveMove endgame master veryLong,https://lichess.org/rVzEIRe8#43,
nWM9I,q3r3/1b3pbk/5n1p/1pp1nN2/4PB2/2P4P/1PB3P1/2Q2RK1 b - - 0 26,b7e4 f5g7 h7g7 f4h6 g7h7 f1f6,2341,77,91,634,advantage attraction deflection discoveredAttack long middlegame,https://lichess.org/TRYZOzVf/black#52,
31gnf,b4rk1/p3qp1p/1p3Qp1/3rn3/2B1N3/1P6/P4PPP/3R2K1 w - - 0 25,f6e7 d5d1 c4f1 a8e4,1506,79,93,81,advantage discoveredAttack hangingPiece kingsideAttack middlegame short,https://lichess.org/7M6nFBeF#49,
DypJ7,2r2rk1/p3bp2/1q2p1PQ/1N1pN3/1p1P1P2/4n3/PP1B3P/1R4K1 b - - 0 27,e3f5 h6h7,969,93,57,30,master mate mateIn1 middlegame oneMove,https://lichess.org/SsyefBSU/black#54,
125cv,r1b2rk1/pp1q2pp/5p2/2n1pP2/6Q1/2BP2R1/PPP3PP/4R2K b - - 3 22,d7f5 g4g7,1018,78,47,69,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bDjEqMVo/black#44,
w92oa,8/1pp3bk/4q2p/4Nr2/2P2PQ1/6K1/p7/5RR1 w - - 2 37,g3h3 g7e5 f4e5 f5h5,2231,76,85,156,advantage master middlegame pin short,https://lichess.org/9LKantJ8#73,
OnLPo,4rr1k/7p/6p1/2PQ4/8/8/1b3qPP/5RK1 w - - 0 40,f1f2 e8e1 f2f1 e1f1,765,78,88,223,endgame mate mateIn2 short,https://lichess.org/FOGs7lLN#79,
ctPZX,5rk1/1p5p/p7/2Pp2B1/1P1b3R/P4q2/2PK4/R1Q5 w - - 0 26,c1h1 d4c3 d2c1 f3f1 h1f1 f8f1,2462,80,89,407,fork long mate mateIn3 middlegame,https://lichess.org/jB6YtaJe#51,
msien,k7/2R4p/3PK3/p1N4r/8/2r5/P7/8 b - - 3 44,h5c5 c7c5 c3c5 d6d7 a8b7 d7d8q,1772,77,93,494,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/jB8ayqxz/black#88,
LK04s,r5k1/p3ppb1/2ppb3/7R/4PqP1/P1PB1P2/1Q4K1/7R w - - 0 25,g2f2 e6g4 h5f5 g4f5,1524,77,94,6833,advantage master middlegame pin short,https://lichess.org/bvoAMm2S#49,
jfFhk,r1bq1rk1/ppp2pb1/5n2/2nNp1B1/2P1P3/8/PPB2PPP/R2QK2R b KQ - 2 13,d8d6 d5f6 g7f6 d1d6 c7d6 g5f6,1588,75,88,156,advantage capturingDefender discoveredAttack kingsideAttack long opening,https://lichess.org/cq0YRjjo/black#26,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
7cFpP,2kr1b1r/pppqp1pp/2n5/4p3/8/2P2QBN/PPP2PPP/R3K2R w KQ - 4 11,h3g5 d7d2 e1f1 d2g5,1434,79,76,134,advantage fork middlegame short,https://lichess.org/GOrZRbDl#21,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
nnJ04,1r3rk1/pppq1p1p/3b4/3Ppp1Q/4P2P/2P5/P2N1PP1/R3K2R b KQ - 1 17,f5e4 h5g5 g8h8 g5f6,2129,75,87,663,crushing kingsideAttack master middlegame short,https://lichess.org/nCrLWWku/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
1ZZhH,3qr1k1/p4pp1/2pp2np/8/2B1PPQ1/P6P/6P1/2R3K1 b - - 0 26,e8e4 c4f7 g8f7 g4f5 d8f6 f5e4,1479,89,100,79,advantage attraction endgame fork long sacrifice,https://lichess.org/S2tpoSAK/black#52,
4kGvg,5r1k/2Q2b1p/2pp1Pn1/8/4q3/pP5P/P1P5/1K1N1R2 b - - 0 34,f7b3 c7g7,981,76,100,234,master mate mateIn1 middlegame oneMove,https://lichess.org/rA9qs26P/black#68,
Qkaqe,5rk1/1bq2p2/p5p1/6N1/3bp1n1/8/P1P1B1PP/1R3RQK w - - 3 28,g1d4 c7h2,918,78,89,90,mate mateIn1 middlegame oneMove,https://lichess.org/D0nVhwka#55,
ueXbV,r5k1/pbp3pp/1p1pp1r1/3P4/2P1Pp2/6Pq/PP2QP1B/1BR1R1K1 w - - 0 24,e4e5 g6h6 f2f3 f4g3,2181,83,91,1171,advantage master middlegame quietMove short,https://lichess.org/O4XQ2gtx#47,
F2id7,8/pR3pk1/4r1q1/3Q2p1/P2P4/1P4P1/5P2/6K1 w - - 1 37,b7a7 e6e1 g1g2 g6h5 d5e5 e1e5,2078,77,88,149,advantage endgame long quietMove,https://lichess.org/XHgeXZ6L#73,
qZfqK,rn2k1nR/pppb4/3p4/3Pp1q1/6p1/1N2P3/PPP1BpP1/R2QK3 w Qq - 0 16,e1f2 g5f6 f2g3 f6h8,1787,76,95,19719,advantage fork middlegame short,https://lichess.org/YQGlryR4#31,Horwitz_Defense Horwitz_Defense_Other_variations
SW5IU,6Q1/7R/k1K5/p5rP/1p6/R1P5/2r5/8 b - - 0 38,g5g8 a3a5 a6a5 h7a7,1491,75,64,554,attraction endgame mate mateIn2 rookEndgame sacrifice short,https://lichess.org/DmtZPcWX/black#76,
bRkDl,r2q1rk1/pbp2p2/1p1bp2Q/3pn2n/3PP3/2PB1N2/PP3PPP/R3K2R b KQ - 0 13,e5f3 g2f3 d8f6 h1g1,1869,78,91,1040,crushing middlegame short,https://lichess.org/gObpBi2Y/black#26,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
w2nKZ,r3r2k/1qp1B1b1/5pQp/pp2pPp1/1P2P3/P6P/2P3P1/3R1RK1 w - - 2 28,e7f6 b7b6 g1h2 b6f6,1549,94,83,56,advantage middlegame short,https://lichess.org/L9QeZ85B#55,
Xf7NZ,8/6kp/4p3/2b1N3/P3R3/1r4P1/6K1/8 b - - 0 40,b3a3 e4g4 g7f6 e5d7 f6e7 d7c5,1161,83,95,444,crushing endgame fork long master,https://lichess.org/Et3U4MmC/black#80,
vlJcg,5r2/pp1q1r1k/7p/2p5/P1Qbpp2/7P/1P3PPB/3RR1K1 w - - 0 30,e1e4 d4f2 g1f2 d7d1,880,84,85,401,crushing discoveredAttack kingsideAttack master middlegame short,https://lichess.org/YCJx8CgP#59,
wIlOa,6k1/2pr1pp1/7p/R2P4/p3B3/4P3/br4PP/R5K1 b - - 1 29,a2b3 a5a8 d7d8 a8d8,1099,173,82,16,endgame mate mateIn2 pillsburysMate short,https://lichess.org/ArxOqjOr/black#58,
2JTT6,5r1k/ppQ3pp/8/8/4pN2/4q1PK/PPP5/8 b - - 2 31,h7h6 f4g6 h8g8 c7c4 f8f7 g6e7,2454,99,87,202,advantage endgame fork long pin,https://lichess.org/qMvUdbRF/black#62,
qjcxw,r3k2r/b1p2ppp/p1p5/P2pn3/1PP3b1/3B2Pq/2QN1P1P/R1B2RK1 b kq - 0 19,e5f3 d2f3 g4f3 f1e1 e8f8 d3f1,1603,75,97,4089,advantage clearance long middlegame,https://lichess.org/uZMbycmn/black#38,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
GIBss,r4k1r/pbp2q1p/1p6/5p2/8/3QB3/Pb5P/3RK1R1 b - - 1 22,f7e8 d3f5 e8f7 e3h6 f8e8 f5b5 c7c6 b5b2,2517,159,39,23,equality exposedKing fork middlegame pin veryLong,https://lichess.org/Wq6780US/black#44,
f25Ec,8/8/1pk5/3p2p1/p2P2P1/P5K1/1P1Nb3/8 w - - 1 38,d2f3 e2f3 g3f3 c6b5 f3e2 b5c4,1327,81,44,79,crushing endgame long,https://lichess.org/XzBv6KDd#75,
tK8FI,8/5k2/1p3Pb1/p1p1P3/3p3P/2n3R1/2P3P1/6K1 w - - 1 30,h4h5 c3e2 g1f2 e2g3 h5g6 f7g6,879,102,92,1299,crushing endgame fork long,https://lichess.org/NhuEvTHB#59,
VqQqe,8/p3R1pk/1p4rp/3pQ3/P2Pb3/6P1/3q3P/5RK1 w - - 6 43,f1f7 d2g2,1045,75,98,887,endgame master mate mateIn1 oneMove,https://lichess.org/wgyz3wMO#85,
qnLgf,2r2rk1/4Rppp/p1b3q1/1p3p2/3P1B2/2P2Q1P/PP4P1/5RK1 w - - 6 27,f3e3 g6g2,727,83,100,51,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eV3NdGJH#53,
jfo17,rn2k2r/2p2p2/p2pp1pp/1p1b4/3q1PN1/3B4/PPP3PP/R2Q1R1K b kq - 1 15,h6h5 d3b5 a6b5 d1d4,1555,75,90,144,advantage discoveredAttack middlegame short,https://lichess.org/eMmbCO6m/black#30,Modern_Defense Modern_Defense_Other_variations
W0Ifh,5k2/pp4pp/4B3/2p5/4p3/2P3q1/PP1KQr2/R6R w - - 6 28,a1f1 g3d3 d2c1 d3e2 f1f2 e2f2,1956,74,96,3117,advantage deflection endgame long pin,https://lichess.org/hegnGPyQ#55,
EO1yz,2rqr3/p4kb1/5p2/1p1p1N1p/n5n1/P2P2P1/1P1N1P1B/1K1R1Q1R b - - 5 24,g7f8 f1h3 f7g6 h2g1,2151,85,91,3173,crushing defensiveMove opening short,https://lichess.org/mBjGnC3N/black#48,
LOHXw,1k1r4/1R1R2pp/p1p3q1/4P3/8/2PP4/P1P2rPP/7K b - - 0 22,b8c8 d7c7,977,76,100,1444,blindSwineMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/FkhV3rq3/black#44,
36BNp,r4rk1/pppqnpp1/1bbp3p/4P3/3P3B/2N2N2/PP3PPP/R2QR1K1 b - - 0 13,d6e5 f3e5 d7d4 d1d4 b6d4 h4e7,2143,77,97,1471,advantage long middlegame,https://lichess.org/5aFCjHw4/black#26,Ruy_Lopez Ruy_Lopez_Classical_Variation
2xGzV,r4R1k/pp4pp/2p4r/2P5/1PQ1p3/P3P3/1B4Pq/4KR2 b - - 0 30,a8f8 f1f8,727,90,84,102,endgame mate mateIn1 oneMove,https://lichess.org/F9qTQ0WD/black#60,
9nWrc,r1b2rk1/p3qpb1/1pn1p3/2p3N1/P7/2PQ4/BP3PP1/RN2K2R b KQ - 0 16,f8d8 h1h8 g7h8 d3h7 g8f8 h7h8,1767,75,91,184,deflection kingsideAttack long mate mateIn3 opening sacrifice,https://lichess.org/2fYVWZVU/black#32,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
3bIoz,5rk1/pb4p1/1p2pn1p/2prN3/8/3P2Q1/1q2BPPP/2NR1RK1 w - - 2 26,e5g6 d5g5 g6f8 g5g3 h2g3 g8f8,1403,75,62,163,advantage long middlegame,https://lichess.org/BKUnhBOz#51,
eracd,8/5p2/2kPp1p1/2p1P3/1pKn1PP1/4B3/8/8 b - - 5 51,b4b3 e3d4 c5d4 c4b3,1273,80,91,1810,crushing endgame master short,https://lichess.org/hbWWO3Ss/black#102,
vfcYs,5k2/4q1p1/2P2p1p/p2Q3P/8/1P4PK/8/8 w - - 1 48,d5d7 e7d7 c6d7 f8e7 h3g4 e7d7,963,81,100,65,crushing endgame long queenEndgame,https://lichess.org/NU6sROsP#95,
HUcTs,r4rk1/1b4n1/4p2Q/p2p1q2/1ppP1P2/2P1P1R1/PP4PP/5RK1 b - - 0 31,f5f6 g3g6 f6g6 h6g6,1705,77,87,115,advantage middlegame short,https://lichess.org/sYJ1musP/black#62,
t8sLb,r1b1kb1r/pp3ppp/1qn1p3/3pP3/5P2/5R2/PP2B1PP/RNBQ3K b kq - 0 11,c6d4 c1e3 f8c5 e3d4 c5d4 f3b3,2176,76,93,864,crushing long opening,https://lichess.org/v4RH1Yu4/black#22,French_Defense French_Defense_La_Bourdonnais_Variation
mbcBW,r1bq1r1k/4bBp1/1n1p1nQB/p1p1p2P/Pp2P3/3P4/1PP1NPP1/R3K1NR b KQ - 0 16,g7h6 g6h6 f6h7 f7g6 f8f7 g6f7,1399,77,92,867,advantage kingsideAttack long middlegame,https://lichess.org/D1GjgxPL/black#32,Bishops_Opening Bishops_Opening_Berlin_Defense
7dSyZ,2kr3r/1pp3p1/p1n2R2/2B1p3/2P3q1/3P3P/PP4P1/R2Q2K1 w - - 0 20,f6g6 g4g6 d1g4 g6g4,1353,81,92,4074,crushing hangingPiece middlegame short,https://lichess.org/ffDyn5eo#39,
1dHZZ,2b3kr/qp1p1pp1/pN1Q3p/4p1B1/3nP1n1/6bP/PPP3B1/R4K1R b - - 1 17,h6g5 h3g4 h8h1 g2h1 d4c6 d6c7,2565,103,90,550,advantage hangingPiece long middlegame,https://lichess.org/TtAaYT3h/black#34,Sicilian_Defense Sicilian_Defense_OKelly_Variation
Xmfzy,2kr2nr/ppp3pp/2n2p2/8/1q4b1/5NP1/PPPNPPBP/R2QK2R w KQ - 3 10,e1g1 g4f3 c2c3 b4b2,1833,77,83,87,advantage opening short,https://lichess.org/Ta3a3IRb#19,Englund_Gambit Englund_Gambit_Hartlaub-Charlick_Gambit
8tdDY,r3kb1r/1p3ppp/pqn1p3/3n4/3P2b1/5N2/PPQNBPPP/R3BRK1 b kq - 0 13,c6d4 c2a4 d4c6 a4g4,2136,79,95,16103,advantage opening short,https://lichess.org/ud6EDCyp/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
4YBNV,r5k1/2p3pp/p3p1r1/4NPB1/q1PPn3/P4Q2/5P1P/5RK1 b - - 0 29,e4g5 f3a8 a4e8 a8e8,821,92,86,430,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/72LCHO8J/black#58,
3BlaI,r3rnk1/1p1b2p1/2p2P1p/p2p4/P2b1P1q/2PQ3P/1PB1N1P1/R3R1K1 w - - 0 25,e2d4 e8e1 a1e1 h4e1,1048,77,100,71,advantage kingsideAttack middlegame short,https://lichess.org/ah8SZPAd#49,
Ed8U1,8/5p2/3K4/8/3p2p1/5kP1/8/5N2 w - - 2 67,d6e5 f3e2 f1h2 d4d3,2333,92,89,1525,crushing endgame knightEndgame master short,https://lichess.org/zR14Cnsz#133,
AbdM2,8/7p/1nPk4/N4pP1/1p6/1Pr1R3/5K2/8 b - - 3 52,c3c5 a5b7 d6c6 b7c5,1433,78,93,9250,crushing endgame fork master short,https://lichess.org/QKyCdpn6/black#104,
kQQsN,3r4/1kq1b2p/7R/5p2/P3bP2/1Bp3P1/1P1Q3P/2KR4 w - - 0 29,d2c3 c7c3 b2c3 e7a3,1761,81,57,52,mate mateIn2 middlegame short,https://lichess.org/DGJCBIxE#57,
hkRTK,r3k2r/4Ppp1/p4n1p/1p2pN2/8/P3B1P1/1PP2P1P/3R2K1 b kq - 1 20,g7g6 f5g7 e8e7 e3c5,1995,77,81,216,endgame mate mateIn2 morphysMate short,https://lichess.org/wuZ7m0JV/black#40,
2zcpe,rnbq1r2/pp2nkpQ/2p2p2/3pb3/3P1P2/2NB4/PPP3PP/R1B1K2R w KQ - 1 11,f4e5 f8h8 h7h8 d8h8,1379,76,86,497,advantage opening short trappedPiece,https://lichess.org/4nOmaXkJ#21,French_Defense French_Defense_La_Bourdonnais_Variation
UXDCj,8/ppb3pk/5qr1/7p/1P2Q2P/P4B2/5P2/6RK b - - 2 34,h7h6 g1g6 f6g6 e4e3 h6h7 f3e4,2174,77,94,10388,clearance crushing endgame fork long master pin,https://lichess.org/tOsgQlA8/black#68,
QMcB9,8/4Q1kp/6p1/p4p2/2p5/2q5/n5BK/8 b - - 5 45,g7g8 g2d5 g8h8 e7f8,1276,74,96,17219,endgame mate mateIn2 short,https://lichess.org/WX9oihGf/black#90,
OXDY5,1r2q1k1/5p1p/p2p2pB/n1pP1P2/2P4Q/3B3P/P5P1/6K1 b - - 0 28,b8b2 h4f6 e8e1 d3f1 b2g2 g1g2,2043,76,95,6565,crushing endgame long,https://lichess.org/Nx0E8r7O/black#56,
CGeX5,k7/2Q2p2/1p6/p7/P3q1p1/2P4p/5PPP/1R4K1 w - - 2 45,c7b6 e4g2,1098,76,98,1488,endgame mate mateIn1 oneMove,https://lichess.org/ghsOoM9K#89,
mcDSw,r2qr1k1/p1b2ppp/2p5/1p2P3/1P1P1N2/PQP3P1/7P/5RK1 b - - 1 22,g8f8 f4g6 h7g6 b3f7,1784,78,84,892,mate mateIn2 middlegame pin sacrifice short,https://lichess.org/RRZnHcsw/black#44,
vU0hk,8/r7/7P/5P2/1pRP4/p1bK4/1kPB4/8 w - - 0 49,c4b4 c3b4 d2b4 a3a2,848,83,97,1285,advancedPawn crushing endgame short,https://lichess.org/p7l1Lv3I#97,
e2w4j,5q1k/pp5p/5r1p/3R2nQ/6P1/2P2n2/P1P3KP/5R2 b - - 0 29,f3d2 f1f6 f8f6 h5e8,1341,76,79,205,advantage middlegame short,https://lichess.org/WTAqBIJr/black#58,
UgZZ6,r1r3k1/1p2Bppp/8/3n2PP/8/PN5q/1KPQ4/R4R2 w - - 0 29,d2d5 h3c3 b2b1 c3c2,998,77,100,108,mate mateIn2 middlegame short,https://lichess.org/Z9th82IA#57,
ayvTS,2k4r/pppq1p1p/3b4/3b4/2PQ3B/8/PPP2PrP/RN2RK2 b - - 0 17,d5c4 f1g2 h8g8 h4g3,1984,79,92,510,advantage hangingPiece middlegame short,https://lichess.org/6y3Tnrrj/black#34,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
3E5bH,2Q5/5pk1/p3p2p/1pP3b1/1P2B3/P3RP2/1q2KP2/8 w - - 2 41,e2d3 b2f2 e3e2 f2f1 f3f4 g5f4,2453,89,65,65,crushing endgame long,https://lichess.org/McmAR4cR#81,
npPTZ,8/5K2/8/7Q/1p1k4/8/1P6/q7 w - - 1 60,h5h7 a1a7 f7g6 a7h7,1431,79,92,596,crushing endgame queenEndgame short,https://lichess.org/FL61FkM1#119,
ZDbHY,8/4r1k1/4P1pp/3p4/3q4/8/2Q2PPP/4R1K1 b - - 2 33,e7e6 c2c7 g7f6 c7d8,1733,75,93,228,crushing endgame short,https://lichess.org/xA3UHJA3/black#66,
Iu4Nz,1r2k2r/p4pp1/1q2p3/3bP1N1/2P2P1p/B5n1/2P3PP/3RQR1K w k - 1 24,h2g3 h4g3 g5h3 h8h3,1332,83,85,74,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/5UqJcKLG#47,
Sk78j,8/3P4/5b2/2r3k1/4B3/6pp/8/5R1K b - - 3 61,c5e5 f1f6 g5f6 d7d8q,1219,96,58,23,advancedPawn attraction crushing endgame master promotion short,https://lichess.org/OpQmXUUF/black#122,
Yl2sc,8/1p1P2k1/p4b1p/5Kq1/P1P5/1B1R1R2/2P5/8 w - - 1 49,f5e6 g5e5,671,91,63,58,endgame mate mateIn1 oneMove,https://lichess.org/leDbUmQm#97,
TH24k,4rrk1/p4p2/3p1q2/4bN2/1P2Q1P1/P5P1/5PK1/1B6 b - - 10 34,e5g3 f5e7 e8e7 e4h7,1573,75,94,1296,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/bqM8eNiN/black#68,
9JjgD,8/3N1k2/p5p1/5p1p/PPP5/4b3/6PK/8 w - - 1 43,d7b8 e3f4 h2g1 f4b8,937,76,100,538,crushing endgame fork master short,https://lichess.org/1yoBNXaK#85,
xOm8A,1r4k1/p1q2ppp/3bp3/3p4/Q3n3/2P1B3/PP3PPP/R4RK1 w - - 2 18,f2f3 d6h2 g1h1 e4g3 h1h2 g3f1 h2g1 f1e3,1517,76,96,26355,crushing discoveredCheck doubleCheck fork middlegame veryLong,https://lichess.org/pyga1LmK#35,Pirc_Defense Pirc_Defense_Other_variations
